"cluster","stress","rime","s_better","subject","word"
"fs","initial","Iv",FALSE,"383","fsIv"
"xs","final","un",FALSE,"383","xsun"
"vn","final","ig",FALSE,"383","vnig"
"rn","initial","Ub",FALSE,"383","rnUb"
"rn","initial","In",FALSE,"383","rnIn"
"shr","initial","Ix",FALSE,"383","shrIx"
"xr","final","ix",FALSE,"383","xrix"
"rd","initial","In",FALSE,"383","rdIn"
"vn","initial","In",FALSE,"383","vnIn"
"ms","initial","Ig",FALSE,"383","msIg"
"sht","initial","Um",FALSE,"383","shtUm"
"fs","final","ix",FALSE,"383","fsix"
"k","final","un",TRUE,"383","kun"
"vz","initial","Un",FALSE,"383","vzUn"
"xs","initial","Iz",FALSE,"383","xsIz"
"vd","initial","Up",FALSE,"383","vdUp"
"vd","final","ib",TRUE,"383","vdib"
"xr","final","un",TRUE,"383","xrun"
"shr","final","um",FALSE,"383","shrum"
"ms","final","um",FALSE,"383","msum"
"fs","final","up",FALSE,"383","fsup"
"sht","final","ug",FALSE,"383","shtug"
"rn","final","ig",FALSE,"383","rnig"
"rd","initial","Uk",FALSE,"383","rdUk"
"xs","initial","Um",TRUE,"383","xsUm"
"vz","final","uk",FALSE,"383","vzuk"
"vn","initial","Ub",FALSE,"383","vnUb"
"k","initial","Ib",TRUE,"383","kIb"
"xr","initial","Id",TRUE,"383","xrId"
"sht","final","iz",FALSE,"383","shtiz"
"vz","final","ib",FALSE,"383","vzib"
"xs","final","iv",FALSE,"383","xsiv"
"fs","initial","Uk",FALSE,"383","fsUk"
"rn","final","uk",FALSE,"383","rnuk"
"rd","final","ib",FALSE,"383","rdib"
"shr","final","in",FALSE,"383","shrin"
"vn","final","ug",FALSE,"383","vnug"
"vd","final","uf",FALSE,"383","vduf"
"ms","initial","Up",FALSE,"383","msUp"
"k","final","id",TRUE,"383","kid"
"vz","initial","Up",FALSE,"387","vzUp"
"sht","initial","Ib",FALSE,"387","shtIb"
"xs","final","up",FALSE,"387","xsup"
"ms","final","uf",FALSE,"387","msuf"
"k","initial","Iv",TRUE,"387","kIv"
"vn","final","un",TRUE,"387","vnun"
"xr","final","um",TRUE,"387","xrum"
"shr","initial","Un",FALSE,"387","shrUn"
"rn","initial","Uf",TRUE,"387","rnUf"
"fs","final","ig",FALSE,"387","fsig"
"rd","initial","Iv",TRUE,"387","rdIv"
"vd","initial","Um",FALSE,"387","vdUm"
"shr","final","ib",FALSE,"387","shrib"
"vn","final","ib",TRUE,"387","vnib"
"vd","final","iz",TRUE,"387","vdiz"
"fs","final","un",FALSE,"387","fsun"
"rd","final","ug",FALSE,"387","rdug"
"k","final","up",FALSE,"387","kup"
"vz","initial","Id",TRUE,"387","vzId"
"xr","initial","Ig",TRUE,"387","xrIg"
"xs","initial","Uk",TRUE,"387","xsUk"
"rn","initial","Ix",TRUE,"387","rnIx"
"sht","final","un",FALSE,"387","shtun"
"ms","initial","Iz",TRUE,"387","msIz"
"xs","final","in",FALSE,"387","xsin"
"xr","initial","Ub",TRUE,"387","xrUb"
"vz","final","in",TRUE,"387","vzin"
"vd","initial","In",TRUE,"387","vdIn"
"rd","final","ig",FALSE,"387","rdig"
"k","initial","Uf",TRUE,"387","kUf"
"ms","final","ix",FALSE,"387","msix"
"shr","final","uk",FALSE,"387","shruk"
"sht","final","in",FALSE,"387","shtin"
"fs","initial","In",FALSE,"387","fsIn"
"rn","final","ug",FALSE,"387","rnug"
"vn","initial","Id",TRUE,"387","vnId"
"ms","initial","Ub",FALSE,"387","msUb"
"xs","initial","Ix",FALSE,"387","xsIx"
"fs","initial","Um",FALSE,"387","fsUm"
"rn","final","iv",FALSE,"387","rniv"
"xr","final","iv",FALSE,"387","xriv"
"shr","initial","Iv",FALSE,"387","shrIv"
"vd","final","uk",FALSE,"387","vduk"
"vz","final","ub",FALSE,"387","vzub"
"rd","initial","Un",FALSE,"387","rdUn"
"k","final","iz",TRUE,"387","kiz"
"sht","initial","Up",FALSE,"387","shtUp"
"vn","initial","Up",FALSE,"387","vnUp"
"vd","initial","Um",FALSE,"397","vdUm"
"k","initial","Iv",TRUE,"397","kIv"
"vz","initial","Up",FALSE,"397","vzUp"
"sht","final","in",FALSE,"397","shtin"
"rd","initial","Iv",FALSE,"397","rdIv"
"rn","initial","Ix",FALSE,"397","rnIx"
"fs","initial","Um",FALSE,"397","fsUm"
"xs","final","up",TRUE,"397","xsup"
"vn","final","un",TRUE,"397","vnun"
"xr","initial","Ub",TRUE,"397","xrUb"
"shr","final","ib",FALSE,"397","shrib"
"ms","final","ix",TRUE,"397","msix"
"shr","initial","Un",FALSE,"397","shrUn"
"xs","final","in",TRUE,"397","xsin"
"fs","final","ig",FALSE,"397","fsig"
"vd","initial","In",FALSE,"397","vdIn"
"vn","initial","Up",TRUE,"397","vnUp"
"sht","initial","Ib",FALSE,"397","shtIb"
"rd","final","ug",FALSE,"397","rdug"
"rn","final","ug",FALSE,"397","rnug"
"xr","final","iv",FALSE,"397","xriv"
"vz","initial","Id",FALSE,"397","vzId"
"ms","initial","Iz",TRUE,"397","msIz"
"k","initial","Uf",TRUE,"397","kUf"
"ms","final","uf",FALSE,"397","msuf"
"sht","final","un",FALSE,"397","shtun"
"rd","initial","Un",FALSE,"397","rdUn"
"vz","final","in",FALSE,"397","vzin"
"xs","initial","Ix",FALSE,"397","xsIx"
"k","final","iz",TRUE,"397","kiz"
"rn","initial","Uf",TRUE,"397","rnUf"
"fs","initial","In",FALSE,"397","fsIn"
"xr","final","um",TRUE,"397","xrum"
"shr","final","uk",FALSE,"397","shruk"
"vd","final","iz",FALSE,"397","vdiz"
"vn","initial","Id",TRUE,"397","vnId"
"xs","initial","Uk",FALSE,"397","xsUk"
"rn","final","iv",TRUE,"397","rniv"
"vz","final","ub",FALSE,"397","vzub"
"vd","final","uk",TRUE,"397","vduk"
"vn","final","ib",TRUE,"397","vnib"
"xr","initial","Ig",TRUE,"397","xrIg"
"shr","initial","Iv",FALSE,"397","shrIv"
"k","final","up",FALSE,"397","kup"
"ms","initial","Ub",FALSE,"397","msUb"
"rd","final","ig",TRUE,"397","rdig"
"sht","initial","Up",FALSE,"397","shtUp"
"fs","final","un",TRUE,"397","fsun"
"vn","initial","Ub",TRUE,"398","vnUb"
"rd","initial","In",FALSE,"398","rdIn"
"fs","final","up",FALSE,"398","fsup"
"vz","initial","Un",FALSE,"398","vzUn"
"ms","initial","Up",FALSE,"398","msUp"
"vd","final","ib",FALSE,"398","vdib"
"shr","initial","Up",FALSE,"398","shrUp"
"xr","final","ix",FALSE,"398","xrix"
"xs","initial","Iz",FALSE,"398","xsIz"
"sht","initial","Ix",FALSE,"398","shtIx"
"k","initial","Ug",TRUE,"398","kUg"
"rn","initial","In",FALSE,"398","rnIn"
"shr","initial","Ix",FALSE,"398","shrIx"
"rd","initial","Uk",TRUE,"398","rdUk"
"xr","initial","Uf",TRUE,"398","xrUf"
"vz","final","uk",FALSE,"398","vzuk"
"ms","initial","Ig",TRUE,"398","msIg"
"k","initial","Ib",TRUE,"398","kIb"
"xs","final","un",FALSE,"398","xsun"
"rn","final","ig",FALSE,"398","rnig"
"sht","initial","Um",FALSE,"398","shtUm"
"vd","initial","Up",FALSE,"398","vdUp"
"fs","initial","Iv",TRUE,"398","fsIv"
"vn","final","ug",TRUE,"398","vnug"
"vd","final","uf",FALSE,"398","vduf"
"k","final","un",TRUE,"398","kun"
"ms","final","um",FALSE,"398","msum"
"xs","initial","Um",TRUE,"398","xsUm"
"sht","final","iz",FALSE,"398","shtiz"
"fs","initial","Uk",FALSE,"398","fsUk"
"shr","final","in",FALSE,"398","shrin"
"rd","final","ib",FALSE,"398","rdib"
"vz","final","ib",FALSE,"398","vzib"
"rn","initial","Ub",FALSE,"398","rnUb"
"xr","initial","Id",TRUE,"398","xrId"
"vn","initial","In",FALSE,"398","vnIn"
"vd","initial","Iv",FALSE,"398","vdIv"
"fs","final","ix",FALSE,"398","fsix"
"rn","final","uk",FALSE,"398","rnuk"
"vz","initial","Iv",FALSE,"398","vzIv"
"xs","final","iv",FALSE,"398","xsiv"
"shr","final","um",FALSE,"398","shrum"
"rd","final","ub",FALSE,"398","rdub"
"ms","final","in",FALSE,"398","msin"
"k","final","id",TRUE,"398","kid"
"sht","final","ug",FALSE,"398","shtug"
"vn","final","ig",FALSE,"398","vnig"
"xr","final","un",TRUE,"398","xrun"
"shr","initial","Up",FALSE,"399","shrUp"
"ms","initial","Ig",TRUE,"399","msIg"
"xs","initial","Um",FALSE,"399","xsUm"
"vn","final","ig",TRUE,"399","vnig"
"k","final","un",TRUE,"399","kun"
"xr","final","ix",TRUE,"399","xrix"
"fs","final","up",FALSE,"399","fsup"
"rd","initial","Uk",FALSE,"399","rdUk"
"sht","initial","Ix",FALSE,"399","shtIx"
"vd","final","uf",TRUE,"399","vduf"
"vz","final","ib",TRUE,"399","vzib"
"rn","initial","Ub",FALSE,"399","rnUb"
"fs","initial","Iv",TRUE,"399","fsIv"
"vz","initial","Un",FALSE,"399","vzUn"
"xs","final","iv",TRUE,"399","xsiv"
"xr","final","un",TRUE,"399","xrun"
"rn","initial","In",FALSE,"399","rnIn"
"rd","final","ib",FALSE,"399","rdib"
"sht","final","ug",FALSE,"399","shtug"
"shr","final","in",FALSE,"399","shrin"
"vn","initial","In",FALSE,"399","vnIn"
"k","initial","Ib",TRUE,"399","kIb"
"ms","final","in",TRUE,"399","msin"
"vd","final","ib",TRUE,"399","vdib"
"vn","final","ug",TRUE,"399","vnug"
"fs","final","ix",TRUE,"399","fsix"
"sht","initial","Um",FALSE,"399","shtUm"
"k","initial","Ug",TRUE,"399","kUg"
"ms","initial","Up",TRUE,"399","msUp"
"xs","final","un",FALSE,"399","xsun"
"xr","initial","Id",TRUE,"399","xrId"
"shr","final","um",FALSE,"399","shrum"
"rd","final","ub",TRUE,"399","rdub"
"vz","final","uk",FALSE,"399","vzuk"
"vd","initial","Iv",TRUE,"399","vdIv"
"rn","final","ig",TRUE,"399","rnig"
"ms","final","um",TRUE,"399","msum"
"vd","initial","Up",FALSE,"399","vdUp"
"vn","initial","Ub",TRUE,"399","vnUb"
"xs","initial","Iz",FALSE,"399","xsIz"
"vz","initial","Iv",TRUE,"399","vzIv"
"k","final","id",TRUE,"399","kid"
"rn","final","uk",FALSE,"399","rnuk"
"xr","initial","Uf",TRUE,"399","xrUf"
"sht","final","iz",TRUE,"399","shtiz"
"fs","initial","Uk",FALSE,"399","fsUk"
"rd","initial","In",FALSE,"399","rdIn"
"shr","initial","Ix",FALSE,"399","shrIx"
"k","final","up",FALSE,"406","kup"
"rd","final","ug",FALSE,"406","rdug"
"shr","initial","Un",FALSE,"406","shrUn"
"xs","final","in",TRUE,"406","xsin"
"vz","initial","Id",TRUE,"406","vzId"
"sht","final","un",FALSE,"406","shtun"
"vd","final","uk",TRUE,"406","vduk"
"xr","initial","Ub",TRUE,"406","xrUb"
"rn","initial","Uf",FALSE,"406","rnUf"
"vn","initial","Id",TRUE,"406","vnId"
"ms","initial","Ub",FALSE,"406","msUb"
"fs","initial","In",TRUE,"406","fsIn"
"ms","final","uf",FALSE,"406","msuf"
"xs","initial","Ix",FALSE,"406","xsIx"
"vn","initial","Up",TRUE,"406","vnUp"
"sht","initial","Up",TRUE,"406","shtUp"
"vd","initial","In",TRUE,"406","vdIn"
"shr","final","ib",FALSE,"406","shrib"
"rd","initial","Un",FALSE,"406","rdUn"
"rn","final","iv",FALSE,"406","rniv"
"k","final","iz",TRUE,"406","kiz"
"xr","initial","Ig",FALSE,"406","xrIg"
"fs","initial","Um",TRUE,"406","fsUm"
"vz","initial","Up",TRUE,"406","vzUp"
"xs","initial","Uk",TRUE,"406","xsUk"
"vd","initial","Um",TRUE,"406","vdUm"
"xr","final","iv",TRUE,"406","xriv"
"sht","initial","Ib",TRUE,"406","shtIb"
"rd","final","ig",FALSE,"406","rdig"
"rn","final","ug",FALSE,"406","rnug"
"fs","final","un",TRUE,"406","fsun"
"vn","final","un",TRUE,"406","vnun"
"vz","final","ub",TRUE,"406","vzub"
"shr","final","uk",FALSE,"406","shruk"
"k","initial","Iv",TRUE,"406","kIv"
"ms","initial","Iz",FALSE,"406","msIz"
"xs","final","up",TRUE,"406","xsup"
"rn","initial","Ix",TRUE,"406","rnIx"
"k","initial","Uf",TRUE,"406","kUf"
"vd","final","iz",TRUE,"406","vdiz"
"sht","final","in",TRUE,"406","shtin"
"fs","final","ig",TRUE,"406","fsig"
"shr","initial","Iv",FALSE,"406","shrIv"
"vz","final","in",FALSE,"406","vzin"
"xr","final","um",TRUE,"406","xrum"
"vn","final","ib",FALSE,"406","vnib"
"rd","initial","Iv",TRUE,"406","rdIv"
"ms","final","ix",FALSE,"406","msix"
"xr","final","un",TRUE,"416","xrun"
"vd","initial","Iv",FALSE,"416","vdIv"
"ms","initial","Ig",FALSE,"416","msIg"
"fs","final","ix",FALSE,"416","fsix"
"shr","initial","Ix",FALSE,"416","shrIx"
"vz","initial","Un",FALSE,"416","vzUn"
"k","final","un",TRUE,"416","kun"
"vn","initial","Ub",FALSE,"416","vnUb"
"sht","initial","Ix",FALSE,"416","shtIx"
"rd","final","ub",FALSE,"416","rdub"
"xs","initial","Um",TRUE,"416","xsUm"
"rn","initial","Ub",FALSE,"416","rnUb"
"k","initial","Ug",TRUE,"416","kUg"
"rn","initial","In",FALSE,"416","rnIn"
"fs","final","up",FALSE,"416","fsup"
"xr","initial","Id",TRUE,"416","xrId"
"vn","final","ig",TRUE,"416","vnig"
"sht","initial","Um",FALSE,"416","shtUm"
"vd","initial","Up",FALSE,"416","vdUp"
"ms","final","in",FALSE,"416","msin"
"xs","final","un",FALSE,"416","xsun"
"vz","final","ib",FALSE,"416","vzib"
"rd","initial","In",FALSE,"416","rdIn"
"shr","final","in",FALSE,"416","shrin"
"k","final","id",TRUE,"416","kid"
"xr","final","ix",TRUE,"416","xrix"
"vd","final","uf",FALSE,"416","vduf"
"xs","final","iv",TRUE,"416","xsiv"
"fs","initial","Uk",FALSE,"416","fsUk"
"rd","final","ib",FALSE,"416","rdib"
"rn","final","uk",FALSE,"416","rnuk"
"ms","initial","Up",FALSE,"416","msUp"
"vz","initial","Iv",FALSE,"416","vzIv"
"sht","final","ug",FALSE,"416","shtug"
"vn","initial","In",FALSE,"416","vnIn"
"shr","initial","Up",FALSE,"416","shrUp"
"sht","final","iz",FALSE,"416","shtiz"
"xs","initial","Iz",TRUE,"416","xsIz"
"shr","final","um",FALSE,"416","shrum"
"k","initial","Ib",TRUE,"416","kIb"
"rn","final","ig",FALSE,"416","rnig"
"vd","final","ib",TRUE,"416","vdib"
"xr","initial","Uf",TRUE,"416","xrUf"
"vn","final","ug",TRUE,"416","vnug"
"fs","initial","Iv",FALSE,"416","fsIv"
"rd","initial","Uk",FALSE,"416","rdUk"
"vz","final","uk",FALSE,"416","vzuk"
"ms","final","um",FALSE,"416","msum"
"k","initial","Ib",TRUE,"425","kIb"
"vn","final","ug",TRUE,"425","vnug"
"shr","initial","Up",FALSE,"425","shrUp"
"rd","initial","Uk",FALSE,"425","rdUk"
"fs","final","up",FALSE,"425","fsup"
"ms","final","in",FALSE,"425","msin"
"sht","final","ug",FALSE,"425","shtug"
"vz","final","ib",FALSE,"425","vzib"
"xs","initial","Iz",FALSE,"425","xsIz"
"xr","initial","Id",TRUE,"425","xrId"
"vd","final","uf",FALSE,"425","vduf"
"rn","final","uk",FALSE,"425","rnuk"
"rd","final","ib",FALSE,"425","rdib"
"vn","final","ig",FALSE,"425","vnig"
"xs","initial","Um",TRUE,"425","xsUm"
"sht","initial","Ix",FALSE,"425","shtIx"
"vz","final","uk",FALSE,"425","vzuk"
"rn","initial","In",FALSE,"425","rnIn"
"ms","initial","Ig",FALSE,"425","msIg"
"xr","final","un",FALSE,"425","xrun"
"fs","initial","Uk",FALSE,"425","fsUk"
"shr","initial","Ix",FALSE,"425","shrIx"
"vd","final","ib",FALSE,"425","vdib"
"k","final","id",TRUE,"425","kid"
"k","initial","Ug",TRUE,"425","kUg"
"vn","initial","In",TRUE,"425","vnIn"
"fs","initial","Iv",FALSE,"425","fsIv"
"rn","initial","Ub",FALSE,"425","rnUb"
"sht","final","iz",FALSE,"425","shtiz"
"ms","initial","Up",FALSE,"425","msUp"
"vz","initial","Iv",FALSE,"425","vzIv"
"vd","initial","Iv",TRUE,"425","vdIv"
"shr","final","um",FALSE,"425","shrum"
"rd","initial","In",FALSE,"425","rdIn"
"xr","final","ix",FALSE,"425","xrix"
"xs","final","un",FALSE,"425","xsun"
"rn","final","ig",FALSE,"425","rnig"
"xr","initial","Uf",TRUE,"425","xrUf"
"vn","initial","Ub",TRUE,"425","vnUb"
"k","final","un",TRUE,"425","kun"
"shr","final","in",FALSE,"425","shrin"
"fs","final","ix",FALSE,"425","fsix"
"vd","initial","Up",FALSE,"425","vdUp"
"sht","initial","Um",TRUE,"425","shtUm"
"rd","final","ub",FALSE,"425","rdub"
"xs","final","iv",TRUE,"425","xsiv"
"vz","initial","Un",FALSE,"425","vzUn"
"ms","final","um",TRUE,"425","msum"
"vn","initial","Id",TRUE,"428","vnId"
"rn","initial","Ix",TRUE,"428","rnIx"
"rd","final","ug",TRUE,"428","rdug"
"sht","final","un",TRUE,"428","shtun"
"xs","initial","Ix",TRUE,"428","xsIx"
"xr","final","um",FALSE,"428","xrum"
"shr","final","uk",TRUE,"428","shruk"
"vz","initial","Id",TRUE,"428","vzId"
"k","final","iz",TRUE,"428","kiz"
"ms","initial","Iz",TRUE,"428","msIz"
"fs","initial","In",TRUE,"428","fsIn"
"vd","final","iz",TRUE,"428","vdiz"
"vn","final","un",TRUE,"428","vnun"
"xs","final","up",TRUE,"428","xsup"
"vd","initial","Um",TRUE,"428","vdUm"
"rd","final","ig",TRUE,"428","rdig"
"ms","initial","Ub",TRUE,"428","msUb"
"rn","final","ug",TRUE,"428","rnug"
"fs","initial","Um",TRUE,"428","fsUm"
"xr","final","iv",TRUE,"428","xriv"
"k","initial","Uf",TRUE,"428","kUf"
"shr","initial","Iv",TRUE,"428","shrIv"
"vz","final","in",TRUE,"428","vzin"
"sht","initial","Up",TRUE,"428","shtUp"
"ms","final","uf",TRUE,"428","msuf"
"vd","final","uk",TRUE,"428","vduk"
"fs","final","un",TRUE,"428","fsun"
"rd","initial","Iv",TRUE,"428","rdIv"
"vn","final","ib",TRUE,"428","vnib"
"sht","initial","Ib",FALSE,"428","shtIb"
"rn","final","iv",TRUE,"428","rniv"
"vz","initial","Up",FALSE,"428","vzUp"
"shr","initial","Un",TRUE,"428","shrUn"
"k","final","up",FALSE,"428","kup"
"xr","initial","Ig",TRUE,"428","xrIg"
"xs","initial","Uk",TRUE,"428","xsUk"
"k","initial","Iv",TRUE,"428","kIv"
"vn","initial","Up",TRUE,"428","vnUp"
"rd","initial","Un",TRUE,"428","rdUn"
"xs","final","in",FALSE,"428","xsin"
"fs","final","ig",TRUE,"428","fsig"
"ms","final","ix",TRUE,"428","msix"
"vz","final","ub",TRUE,"428","vzub"
"xr","initial","Ub",TRUE,"428","xrUb"
"rn","initial","Uf",TRUE,"428","rnUf"
"vd","initial","In",TRUE,"428","vdIn"
"shr","final","ib",TRUE,"428","shrib"
"sht","final","in",FALSE,"428","shtin"
"vn","initial","Ub",TRUE,"441","vnUb"
"sht","initial","Um",FALSE,"441","shtUm"
"vd","initial","Up",FALSE,"441","vdUp"
"fs","final","ix",FALSE,"441","fsix"
"k","initial","Ib",TRUE,"441","kIb"
"xs","initial","Iz",FALSE,"441","xsIz"
"vz","initial","Iv",FALSE,"441","vzIv"
"xr","final","un",TRUE,"441","xrun"
"ms","initial","Ig",FALSE,"441","msIg"
"rd","initial","In",FALSE,"441","rdIn"
"shr","final","in",FALSE,"441","shrin"
"rn","final","uk",TRUE,"441","rnuk"
"vd","final","uf",FALSE,"441","vduf"
"ms","final","um",FALSE,"441","msum"
"vn","initial","In",TRUE,"441","vnIn"
"k","initial","Ug",TRUE,"441","kUg"
"rd","initial","Uk",TRUE,"441","rdUk"
"vz","final","ib",FALSE,"441","vzib"
"xs","initial","Um",TRUE,"441","xsUm"
"shr","final","um",FALSE,"441","shrum"
"rn","initial","In",TRUE,"441","rnIn"
"sht","initial","Ix",FALSE,"441","shtIx"
"xr","final","ix",FALSE,"441","xrix"
"fs","final","up",FALSE,"441","fsup"
"ms","final","in",TRUE,"441","msin"
"xr","initial","Id",TRUE,"441","xrId"
"vd","initial","Iv",TRUE,"441","vdIv"
"vz","initial","Un",FALSE,"441","vzUn"
"xs","final","un",FALSE,"441","xsun"
"rn","initial","Ub",TRUE,"441","rnUb"
"fs","initial","Uk",FALSE,"441","fsUk"
"vn","final","ig",TRUE,"441","vnig"
"shr","initial","Ix",FALSE,"441","shrIx"
"rd","final","ib",TRUE,"441","rdib"
"sht","final","ug",FALSE,"441","shtug"
"k","final","un",TRUE,"441","kun"
"xs","final","iv",TRUE,"441","xsiv"
"shr","initial","Up",FALSE,"441","shrUp"
"k","final","id",TRUE,"441","kid"
"vn","final","ug",FALSE,"441","vnug"
"rn","final","ig",FALSE,"441","rnig"
"vz","final","uk",FALSE,"441","vzuk"
"rd","final","ub",FALSE,"441","rdub"
"xr","initial","Uf",TRUE,"441","xrUf"
"vd","final","ib",FALSE,"441","vdib"
"sht","final","iz",FALSE,"441","shtiz"
"ms","initial","Up",FALSE,"441","msUp"
"fs","initial","Iv",FALSE,"441","fsIv"
"vd","initial","In",FALSE,"444","vdIn"
"k","final","up",FALSE,"444","kup"
"xs","final","in",FALSE,"444","xsin"
"rn","final","ug",FALSE,"444","rnug"
"rd","final","ug",FALSE,"444","rdug"
"vz","initial","Id",FALSE,"444","vzId"
"fs","initial","In",FALSE,"444","fsIn"
"ms","final","ix",FALSE,"444","msix"
"xr","final","iv",TRUE,"444","xriv"
"shr","initial","Un",FALSE,"444","shrUn"
"vn","initial","Up",TRUE,"444","vnUp"
"sht","final","in",FALSE,"444","shtin"
"xs","initial","Ix",TRUE,"444","xsIx"
"rn","final","iv",FALSE,"444","rniv"
"xr","initial","Ig",TRUE,"444","xrIg"
"vd","final","uk",FALSE,"444","vduk"
"sht","initial","Ib",FALSE,"444","shtIb"
"vz","final","ub",FALSE,"444","vzub"
"fs","final","un",FALSE,"444","fsun"
"vn","final","ib",TRUE,"444","vnib"
"ms","final","uf",TRUE,"444","msuf"
"rd","initial","Un",FALSE,"444","rdUn"
"shr","final","ib",FALSE,"444","shrib"
"k","initial","Iv",TRUE,"444","kIv"
"fs","initial","Um",FALSE,"444","fsUm"
"vz","final","in",FALSE,"444","vzin"
"xs","initial","Uk",FALSE,"444","xsUk"
"rd","final","ig",FALSE,"444","rdig"
"sht","final","un",FALSE,"444","shtun"
"k","initial","Uf",TRUE,"444","kUf"
"rn","initial","Uf",FALSE,"444","rnUf"
"ms","initial","Ub",FALSE,"444","msUb"
"vn","initial","Id",TRUE,"444","vnId"
"vd","initial","Um",FALSE,"444","vdUm"
"xr","final","um",TRUE,"444","xrum"
"shr","final","uk",FALSE,"444","shruk"
"rn","initial","Ix",FALSE,"444","rnIx"
"sht","initial","Up",FALSE,"444","shtUp"
"xs","final","up",FALSE,"444","xsup"
"rd","initial","Iv",FALSE,"444","rdIv"
"vd","final","iz",FALSE,"444","vdiz"
"fs","final","ig",TRUE,"444","fsig"
"vn","final","un",TRUE,"444","vnun"
"shr","initial","Iv",FALSE,"444","shrIv"
"xr","initial","Ub",TRUE,"444","xrUb"
"ms","initial","Iz",FALSE,"444","msIz"
"k","final","iz",TRUE,"444","kiz"
"vz","initial","Up",FALSE,"444","vzUp"
"rd","final","ig",FALSE,"445","rdig"
"vn","final","un",TRUE,"445","vnun"
"vd","final","iz",FALSE,"445","vdiz"
"sht","initial","Up",FALSE,"445","shtUp"
"k","initial","Uf",TRUE,"445","kUf"
"shr","initial","Un",FALSE,"445","shrUn"
"vz","initial","Up",FALSE,"445","vzUp"
"rn","initial","Ix",FALSE,"445","rnIx"
"xs","final","in",FALSE,"445","xsin"
"ms","final","uf",FALSE,"445","msuf"
"fs","initial","Um",FALSE,"445","fsUm"
"xr","final","iv",TRUE,"445","xriv"
"shr","initial","Iv",FALSE,"445","shrIv"
"ms","initial","Ub",TRUE,"445","msUb"
"sht","initial","Ib",FALSE,"445","shtIb"
"vz","initial","Id",FALSE,"445","vzId"
"vn","final","ib",TRUE,"445","vnib"
"rn","final","iv",FALSE,"445","rniv"
"fs","initial","In",FALSE,"445","fsIn"
"vd","initial","Um",TRUE,"445","vdUm"
"xr","initial","Ub",TRUE,"445","xrUb"
"rd","final","ug",TRUE,"445","rdug"
"xs","initial","Ix",TRUE,"445","xsIx"
"k","final","iz",TRUE,"445","kiz"
"sht","final","un",FALSE,"445","shtun"
"vn","initial","Id",FALSE,"445","vnId"
"fs","final","ig",FALSE,"445","fsig"
"xr","final","um",TRUE,"445","xrum"
"ms","final","ix",TRUE,"445","msix"
"xs","initial","Uk",FALSE,"445","xsUk"
"rn","final","ug",TRUE,"445","rnug"
"k","final","up",FALSE,"445","kup"
"vz","final","ub",TRUE,"445","vzub"
"shr","final","ib",TRUE,"445","shrib"
"rd","initial","Un",TRUE,"445","rdUn"
"vd","final","uk",TRUE,"445","vduk"
"rn","initial","Uf",FALSE,"445","rnUf"
"shr","final","uk",TRUE,"445","shruk"
"k","initial","Iv",TRUE,"445","kIv"
"fs","final","un",TRUE,"445","fsun"
"sht","final","in",FALSE,"445","shtin"
"xr","initial","Ig",TRUE,"445","xrIg"
"vd","initial","In",FALSE,"445","vdIn"
"vz","final","in",TRUE,"445","vzin"
"xs","final","up",TRUE,"445","xsup"
"ms","initial","Iz",FALSE,"445","msIz"
"vn","initial","Up",TRUE,"445","vnUp"
"rd","initial","Iv",FALSE,"445","rdIv"
"sht","final","iz",FALSE,"451","shtiz"
"vn","final","ig",TRUE,"451","vnig"
"fs","initial","Uk",FALSE,"451","fsUk"
"rd","final","ib",TRUE,"451","rdib"
"ms","final","um",FALSE,"451","msum"
"xr","initial","Uf",TRUE,"451","xrUf"
"vz","final","uk",TRUE,"451","vzuk"
"k","final","un",TRUE,"451","kun"
"shr","initial","Up",FALSE,"451","shrUp"
"rn","initial","Ub",TRUE,"451","rnUb"
"vd","final","uf",TRUE,"451","vduf"
"xs","final","un",TRUE,"451","xsun"
"vn","initial","In",FALSE,"451","vnIn"
"vd","initial","Up",TRUE,"451","vdUp"
"xr","initial","Id",TRUE,"451","xrId"
"sht","final","ug",FALSE,"451","shtug"
"rd","initial","Uk",TRUE,"451","rdUk"
"fs","final","ix",FALSE,"451","fsix"
"xs","final","iv",FALSE,"451","xsiv"
"rn","final","ig",FALSE,"451","rnig"
"k","final","id",TRUE,"451","kid"
"vz","initial","Un",FALSE,"451","vzUn"
"shr","initial","Ix",TRUE,"451","shrIx"
"ms","initial","Up",TRUE,"451","msUp"
"sht","initial","Um",TRUE,"451","shtUm"
"rd","initial","In",TRUE,"451","rdIn"
"fs","final","up",FALSE,"451","fsup"
"vd","final","ib",TRUE,"451","vdib"
"k","initial","Ug",TRUE,"451","kUg"
"vn","final","ug",FALSE,"451","vnug"
"vz","initial","Iv",TRUE,"451","vzIv"
"rn","final","uk",FALSE,"451","rnuk"
"xs","initial","Um",FALSE,"451","xsUm"
"shr","final","in",TRUE,"451","shrin"
"ms","final","in",TRUE,"451","msin"
"xr","final","un",TRUE,"451","xrun"
"shr","final","um",FALSE,"451","shrum"
"xr","final","ix",FALSE,"451","xrix"
"ms","initial","Ig",TRUE,"451","msIg"
"rd","final","ub",TRUE,"451","rdub"
"vd","initial","Iv",TRUE,"451","vdIv"
"xs","initial","Iz",FALSE,"451","xsIz"
"vn","initial","Ub",FALSE,"451","vnUb"
"rn","initial","In",TRUE,"451","rnIn"
