"cluster","stress","rime","s_better","subject","word"
"ms","initial","Iz",TRUE,"323","msIz"
"rd","final","ig",FALSE,"323","rdig"
"xs","final","in",FALSE,"323","xsin"
"shr","initial","Iv",TRUE,"323","shrIv"
"k","final","up",FALSE,"323","kup"
"vz","initial","Id",FALSE,"323","vzId"
"xr","final","iv",TRUE,"323","xriv"
"xs","initial","Ix",TRUE,"323","xsIx"
"vn","final","ib",TRUE,"323","vnib"
"vd","final","uk",FALSE,"323","vduk"
"ms","final","ix",FALSE,"323","msix"
"rd","initial","Un",FALSE,"323","rdUn"
"fs","final","ig",FALSE,"323","fsig"
"sht","final","in",FALSE,"323","shtin"
"rn","initial","Uf",FALSE,"323","rnUf"
"shr","final","uk",FALSE,"323","shruk"
"rn","final","ig",FALSE,"325","rnig"
"k","final","un",TRUE,"325","kun"
"vd","initial","Iv",FALSE,"325","vdIv"
"vz","final","ib",FALSE,"325","vzib"
"xs","initial","Iz",FALSE,"325","xsIz"
"sht","final","iz",FALSE,"325","shtiz"
"ms","final","um",FALSE,"325","msum"
"fs","initial","Iv",FALSE,"325","fsIv"
"xr","initial","Id",TRUE,"325","xrId"
"rd","final","ib",TRUE,"325","rdib"
"shr","initial","Ix",FALSE,"325","shrIx"
"vn","initial","Ub",FALSE,"325","vnUb"
"vn","final","ig",FALSE,"325","vnig"
"ms","final","in",FALSE,"325","msin"
"shr","final","um",FALSE,"325","shrum"
"xs","final","iv",FALSE,"325","xsiv"
"sht","initial","Ix",FALSE,"325","shtIx"
"vz","initial","Un",FALSE,"325","vzUn"
"rd","initial","In",TRUE,"325","rdIn"
"rn","initial","Ub",FALSE,"325","rnUb"
"vd","final","ib",TRUE,"325","vdib"
"fs","initial","Uk",FALSE,"325","fsUk"
"k","initial","Ug",TRUE,"325","kUg"
"xr","final","un",TRUE,"325","xrun"
"sht","initial","Um",TRUE,"325","shtUm"
"ms","initial","Ig",TRUE,"325","msIg"
"vz","final","uk",TRUE,"325","vzuk"
"k","initial","Ib",TRUE,"325","kIb"
"rn","initial","In",TRUE,"325","rnIn"
"shr","initial","Up",FALSE,"325","shrUp"
"vn","initial","In",TRUE,"325","vnIn"
"rd","final","ub",TRUE,"325","rdub"
"fs","final","ix",FALSE,"325","fsix"
"xs","initial","Um",TRUE,"325","xsUm"
"xr","initial","Uf",TRUE,"325","xrUf"
"vd","final","uf",TRUE,"325","vduf"
"rn","final","uk",FALSE,"325","rnuk"
"rd","initial","Uk",TRUE,"325","rdUk"
"xs","final","un",FALSE,"325","xsun"
"vn","final","ug",TRUE,"325","vnug"
"ms","initial","Up",FALSE,"325","msUp"
"shr","final","in",TRUE,"325","shrin"
"sht","final","ug",TRUE,"325","shtug"
"k","final","id",TRUE,"325","kid"
"vd","initial","Up",TRUE,"325","vdUp"
"vz","initial","Iv",TRUE,"325","vzIv"
"xr","final","ix",TRUE,"325","xrix"
"fs","final","up",TRUE,"325","fsup"
"xs","initial","Um",TRUE,"326","xsUm"
"rn","initial","In",FALSE,"326","rnIn"
"xr","final","un",TRUE,"326","xrun"
"rd","final","ub",FALSE,"326","rdub"
"vz","initial","Un",FALSE,"326","vzUn"
"k","initial","Ug",TRUE,"326","kUg"
"ms","final","in",FALSE,"326","msin"
"vd","initial","Up",FALSE,"326","vdUp"
"fs","final","ix",FALSE,"326","fsix"
"shr","initial","Up",FALSE,"326","shrUp"
"vn","final","ug",FALSE,"326","vnug"
"sht","final","iz",FALSE,"326","shtiz"
"fs","final","up",FALSE,"326","fsup"
"rn","initial","Ub",FALSE,"326","rnUb"
"vz","final","uk",FALSE,"326","vzuk"
"vn","final","ig",TRUE,"326","vnig"
"shr","initial","Ix",FALSE,"326","shrIx"
"xs","initial","Iz",FALSE,"326","xsIz"
"k","final","id",TRUE,"326","kid"
"ms","final","um",FALSE,"326","msum"
"sht","initial","Um",FALSE,"326","shtUm"
"vd","initial","Iv",TRUE,"326","vdIv"
"rd","initial","In",FALSE,"326","rdIn"
"xr","initial","Uf",TRUE,"326","xrUf"
"shr","final","in",FALSE,"326","shrin"
"sht","final","ug",FALSE,"326","shtug"
"vz","final","ib",FALSE,"326","vzib"
"k","initial","Ib",TRUE,"326","kIb"
"rd","initial","Uk",FALSE,"326","rdUk"
"fs","initial","Iv",FALSE,"326","fsIv"
"vn","initial","Ub",TRUE,"326","vnUb"
"xs","final","iv",TRUE,"326","xsiv"
"vd","final","uf",TRUE,"326","vduf"
"ms","initial","Ig",FALSE,"326","msIg"
"rn","final","uk",TRUE,"326","rnuk"
"xr","final","ix",TRUE,"326","xrix"
"shr","final","um",FALSE,"326","shrum"
"vn","initial","In",FALSE,"326","vnIn"
"ms","initial","Up",FALSE,"326","msUp"
"k","final","un",TRUE,"326","kun"
"xr","initial","Id",TRUE,"326","xrId"
"rd","final","ib",TRUE,"326","rdib"
"rn","final","ig",TRUE,"326","rnig"
"vz","initial","Iv",FALSE,"326","vzIv"
"sht","initial","Ix",FALSE,"326","shtIx"
"xs","final","un",FALSE,"326","xsun"
"vd","final","ib",FALSE,"326","vdib"
"fs","initial","Uk",FALSE,"326","fsUk"
"fs","final","up",TRUE,"327","fsup"
"vd","initial","Iv",TRUE,"327","vdIv"
"rd","final","ub",TRUE,"327","rdub"
"xr","final","ix",FALSE,"327","xrix"
"ms","final","um",TRUE,"327","msum"
"vz","final","uk",TRUE,"327","vzuk"
"sht","initial","Um",FALSE,"327","shtUm"
"rn","final","ig",FALSE,"327","rnig"
"shr","final","in",FALSE,"327","shrin"
"xs","final","un",TRUE,"327","xsun"
"vn","final","ig",TRUE,"327","vnig"
"k","initial","Ug",TRUE,"327","kUg"
"xr","initial","Id",TRUE,"327","xrId"
"vn","initial","In",TRUE,"327","vnIn"
"vz","initial","Iv",TRUE,"327","vzIv"
"ms","initial","Up",FALSE,"327","msUp"
"k","final","id",TRUE,"327","kid"
"vd","final","ib",TRUE,"327","vdib"
"rn","initial","Ub",TRUE,"327","rnUb"
"shr","final","um",FALSE,"327","shrum"
"fs","initial","Uk",FALSE,"327","fsUk"
"rd","final","ib",TRUE,"327","rdib"
"sht","final","iz",FALSE,"327","shtiz"
"xs","initial","Iz",TRUE,"327","xsIz"
"vz","final","ib",FALSE,"327","vzib"
"k","initial","Ib",TRUE,"327","kIb"
"rn","initial","In",TRUE,"327","rnIn"
"xr","initial","Uf",TRUE,"327","xrUf"
"ms","final","in",TRUE,"327","msin"
"xs","final","iv",TRUE,"327","xsiv"
"vn","initial","Ub",FALSE,"327","vnUb"
"fs","initial","Iv",FALSE,"327","fsIv"
"vd","final","uf",FALSE,"327","vduf"
"shr","initial","Up",FALSE,"327","shrUp"
"rd","initial","Uk",FALSE,"327","rdUk"
"sht","final","ug",TRUE,"327","shtug"
"k","final","un",TRUE,"327","kun"
"vd","initial","Up",FALSE,"327","vdUp"
"rd","initial","In",FALSE,"327","rdIn"
"fs","final","ix",FALSE,"327","fsix"
"xr","final","un",TRUE,"327","xrun"
"xs","initial","Um",TRUE,"327","xsUm"
"vn","final","ug",TRUE,"327","vnug"
"sht","initial","Ix",FALSE,"327","shtIx"
"rn","final","uk",TRUE,"327","rnuk"
"vz","initial","Un",TRUE,"327","vzUn"
"ms","initial","Ig",TRUE,"327","msIg"
"shr","initial","Ix",FALSE,"327","shrIx"
"rn","initial","Ix",TRUE,"329","rnIx"
"xr","initial","Ub",TRUE,"329","xrUb"
"sht","initial","Up",FALSE,"329","shtUp"
"vz","initial","Up",FALSE,"329","vzUp"
"xs","initial","Uk",FALSE,"329","xsUk"
"vn","final","ib",FALSE,"329","vnib"
"ms","final","uf",TRUE,"329","msuf"
"fs","final","un",TRUE,"329","fsun"
"shr","initial","Iv",FALSE,"329","shrIv"
"vd","final","uk",TRUE,"329","vduk"
"k","final","up",FALSE,"329","kup"
"rd","initial","Iv",FALSE,"329","rdIv"
"k","initial","Uf",TRUE,"329","kUf"
"vz","initial","Id",FALSE,"329","vzId"
"rn","initial","Uf",FALSE,"329","rnUf"
"xs","final","up",TRUE,"329","xsup"
"vd","initial","Um",TRUE,"329","vdUm"
"sht","final","in",FALSE,"329","shtin"
"rd","initial","Un",FALSE,"329","rdUn"
"vn","initial","Id",FALSE,"329","vnId"
"shr","final","ib",TRUE,"329","shrib"
"xr","initial","Ig",FALSE,"329","xrIg"
"ms","initial","Ub",FALSE,"329","msUb"
"fs","initial","In",FALSE,"329","fsIn"
"rd","final","ug",TRUE,"329","rdug"
"xs","final","in",FALSE,"329","xsin"
"shr","initial","Un",FALSE,"329","shrUn"
"ms","final","ix",TRUE,"329","msix"
"vn","initial","Up",FALSE,"329","vnUp"
"rn","final","ug",TRUE,"329","rnug"
"xr","final","iv",TRUE,"329","xriv"
"vd","initial","In",FALSE,"329","vdIn"
"k","initial","Iv",TRUE,"329","kIv"
"sht","final","un",FALSE,"329","shtun"
"vz","final","in",FALSE,"329","vzin"
"fs","final","ig",FALSE,"329","fsig"
"ms","initial","Iz",FALSE,"329","msIz"
"shr","final","uk",FALSE,"329","shruk"
"vn","final","un",TRUE,"329","vnun"
"xs","initial","Ix",FALSE,"329","xsIx"
"fs","initial","Um",FALSE,"329","fsUm"
"rd","final","ig",TRUE,"329","rdig"
"rn","final","iv",FALSE,"329","rniv"
"vz","final","ub",TRUE,"329","vzub"
"sht","initial","Ib",FALSE,"329","shtIb"
"k","final","iz",TRUE,"329","kiz"
"xr","final","um",TRUE,"329","xrum"
"vd","final","iz",FALSE,"329","vdiz"
"sht","initial","Ib",FALSE,"331","shtIb"
"shr","final","ib",FALSE,"331","shrib"
"vn","initial","Up",TRUE,"331","vnUp"
"vz","initial","Id",TRUE,"331","vzId"
"ms","initial","Ub",TRUE,"331","msUb"
"xs","final","in",TRUE,"331","xsin"
"k","initial","Uf",TRUE,"331","kUf"
"rd","initial","Iv",FALSE,"331","rdIv"
"rn","final","iv",FALSE,"331","rniv"
"fs","initial","Um",TRUE,"331","fsUm"
"vd","initial","Um",TRUE,"331","vdUm"
"xr","initial","Ub",TRUE,"331","xrUb"
"sht","final","un",FALSE,"331","shtun"
"vd","initial","In",TRUE,"331","vdIn"
"vn","initial","Id",TRUE,"331","vnId"
"xr","final","iv",TRUE,"331","xriv"
"rn","initial","Ix",TRUE,"331","rnIx"
"vz","final","in",FALSE,"331","vzin"
"ms","initial","Iz",TRUE,"331","msIz"
"fs","final","ig",FALSE,"331","fsig"
"rd","initial","Un",TRUE,"331","rdUn"
"xs","initial","Uk",TRUE,"331","xsUk"
"k","initial","Iv",TRUE,"331","kIv"
"shr","initial","Iv",FALSE,"331","shrIv"
"fs","initial","In",FALSE,"331","fsIn"
"k","final","up",FALSE,"331","kup"
"vn","final","un",TRUE,"331","vnun"
"xs","initial","Ix",TRUE,"331","xsIx"
"ms","final","ix",TRUE,"331","msix"
"xr","final","um",TRUE,"331","xrum"
"rd","final","ug",TRUE,"331","rdug"
"rn","initial","Uf",TRUE,"331","rnUf"
"shr","final","uk",FALSE,"331","shruk"
"vd","final","uk",TRUE,"331","vduk"
"vz","initial","Up",FALSE,"331","vzUp"
"sht","final","in",FALSE,"331","shtin"
"xr","initial","Ig",TRUE,"331","xrIg"
"xs","final","up",TRUE,"331","xsup"
"shr","initial","Un",FALSE,"331","shrUn"
"k","final","iz",TRUE,"331","kiz"
"vz","final","ub",TRUE,"331","vzub"
"rd","final","ig",FALSE,"331","rdig"
"rn","final","ug",TRUE,"331","rnug"
"vn","final","ib",TRUE,"331","vnib"
"sht","initial","Up",FALSE,"331","shtUp"
"fs","final","un",TRUE,"331","fsun"
"ms","final","uf",TRUE,"331","msuf"
"vd","final","iz",TRUE,"331","vdiz"
"ms","initial","Ub",FALSE,"333","msUb"
"rd","final","ug",TRUE,"333","rdug"
"xs","final","in",TRUE,"333","xsin"
"shr","initial","Un",FALSE,"333","shrUn"
"vz","initial","Up",FALSE,"333","vzUp"
"xr","final","iv",TRUE,"333","xriv"
"rn","initial","Uf",FALSE,"333","rnUf"
"vn","initial","Up",TRUE,"333","vnUp"
"vd","initial","In",FALSE,"333","vdIn"
"sht","initial","Ib",FALSE,"333","shtIb"
"fs","final","un",TRUE,"333","fsun"
"k","final","iz",TRUE,"333","kiz"
"vd","final","uk",TRUE,"333","vduk"
"xr","initial","Ig",TRUE,"333","xrIg"
"rn","final","ug",FALSE,"333","rnug"
"fs","final","ig",FALSE,"333","fsig"
"vn","final","un",FALSE,"333","vnun"
"rd","final","ig",TRUE,"333","rdig"
"shr","final","ib",FALSE,"333","shrib"
"xs","initial","Uk",FALSE,"333","xsUk"
"k","final","up",FALSE,"333","kup"
"ms","final","ix",TRUE,"333","msix"
"sht","final","in",TRUE,"333","shtin"
"vz","final","ub",FALSE,"333","vzub"
"rd","initial","Iv",TRUE,"333","rdIv"
"vn","final","ib",TRUE,"333","vnib"
"xr","initial","Ub",TRUE,"333","xrUb"
"vd","initial","Um",TRUE,"333","vdUm"
"shr","final","uk",TRUE,"333","shruk"
"sht","final","un",TRUE,"333","shtun"
"ms","final","uf",TRUE,"333","msuf"
"k","initial","Iv",TRUE,"333","kIv"
"vz","final","in",TRUE,"333","vzin"
"rn","initial","Ix",FALSE,"333","rnIx"
"fs","initial","In",FALSE,"333","fsIn"
"xs","initial","Ix",FALSE,"333","xsIx"
"xr","final","um",TRUE,"333","xrum"
"rn","final","iv",TRUE,"333","rniv"
"vn","initial","Id",FALSE,"333","vnId"
"sht","initial","Up",FALSE,"333","shtUp"
"ms","initial","Iz",FALSE,"333","msIz"
"xs","final","up",FALSE,"333","xsup"
"rd","initial","Un",FALSE,"333","rdUn"
"k","initial","Uf",TRUE,"333","kUf"
"shr","initial","Iv",TRUE,"333","shrIv"
"vz","initial","Id",FALSE,"333","vzId"
"vd","final","iz",TRUE,"333","vdiz"
"fs","initial","Um",FALSE,"333","fsUm"
"rd","final","ig",FALSE,"334","rdig"
"vz","final","in",TRUE,"334","vzin"
"vn","initial","Up",TRUE,"334","vnUp"
"sht","initial","Up",FALSE,"334","shtUp"
"vd","final","iz",TRUE,"334","vdiz"
"k","final","up",FALSE,"334","kup"
"xs","final","up",TRUE,"334","xsup"
"shr","final","uk",TRUE,"334","shruk"
"rn","initial","Ix",FALSE,"334","rnIx"
"ms","final","ix",FALSE,"334","msix"
"fs","final","un",TRUE,"334","fsun"
"xr","initial","Ig",TRUE,"334","xrIg"
"xs","initial","Uk",FALSE,"334","xsUk"
"shr","initial","Iv",FALSE,"334","shrIv"
"xr","initial","Ub",TRUE,"334","xrUb"
"fs","initial","In",FALSE,"334","fsIn"
"rn","initial","Uf",FALSE,"334","rnUf"
"vn","initial","Id",FALSE,"334","vnId"
"rd","initial","Un",FALSE,"334","rdUn"
"vz","initial","Up",FALSE,"334","vzUp"
"vd","final","uk",FALSE,"334","vduk"
"k","initial","Uf",TRUE,"334","kUf"
"sht","initial","Ib",FALSE,"334","shtIb"
"ms","final","uf",TRUE,"334","msuf"
"fs","final","ig",FALSE,"334","fsig"
"rn","final","iv",FALSE,"334","rniv"
"xr","final","iv",FALSE,"334","xriv"
"rd","initial","Iv",FALSE,"334","rdIv"
"k","final","iz",TRUE,"334","kiz"
"vz","initial","Id",FALSE,"334","vzId"
"shr","final","ib",FALSE,"334","shrib"
"ms","initial","Ub",FALSE,"334","msUb"
"xs","final","in",TRUE,"334","xsin"
"vd","initial","In",FALSE,"334","vdIn"
"vn","final","un",FALSE,"334","vnun"
"sht","final","in",FALSE,"334","shtin"
"fs","initial","Um",FALSE,"334","fsUm"
"xs","initial","Ix",FALSE,"334","xsIx"
"k","initial","Iv",TRUE,"334","kIv"
"sht","final","un",FALSE,"334","shtun"
"xr","final","um",TRUE,"334","xrum"
"shr","initial","Un",FALSE,"334","shrUn"
"vz","final","ub",TRUE,"334","vzub"
"vn","final","ib",FALSE,"334","vnib"
"rn","final","ug",TRUE,"334","rnug"
"ms","initial","Iz",FALSE,"334","msIz"
"vd","initial","Um",FALSE,"334","vdUm"
"rd","final","ug",FALSE,"334","rdug"
"rd","initial","Un",FALSE,"335","rdUn"
"rn","initial","Uf",FALSE,"335","rnUf"
"sht","final","un",FALSE,"335","shtun"
"vz","final","in",FALSE,"335","vzin"
"k","final","up",FALSE,"335","kup"
"vn","final","ib",TRUE,"335","vnib"
"shr","final","ib",FALSE,"335","shrib"
"ms","final","uf",FALSE,"335","msuf"
"xr","final","iv",TRUE,"335","xriv"
"vd","initial","Um",TRUE,"335","vdUm"
"xs","final","in",TRUE,"335","xsin"
"fs","initial","Um",FALSE,"335","fsUm"
"xs","final","up",FALSE,"335","xsup"
"vz","initial","Id",FALSE,"335","vzId"
"fs","initial","In",FALSE,"335","fsIn"
"vn","initial","Id",TRUE,"335","vnId"
"vd","initial","In",TRUE,"335","vdIn"
"ms","initial","Ub",FALSE,"335","msUb"
"rn","final","iv",TRUE,"335","rniv"
"sht","initial","Ib",FALSE,"335","shtIb"
"xr","initial","Ig",TRUE,"335","xrIg"
"rd","initial","Iv",TRUE,"335","rdIv"
"k","initial","Uf",TRUE,"335","kUf"
"shr","final","uk",FALSE,"335","shruk"
"vz","final","ub",FALSE,"335","vzub"
"fs","final","ig",FALSE,"335","fsig"
"xs","initial","Uk",TRUE,"335","xsUk"
"ms","final","ix",FALSE,"335","msix"
"vn","initial","Up",FALSE,"335","vnUp"
"xr","final","um",TRUE,"335","xrum"
"rd","final","ug",TRUE,"335","rdug"
"rn","initial","Ix",TRUE,"335","rnIx"
"sht","initial","Up",FALSE,"335","shtUp"
"k","initial","Iv",TRUE,"335","kIv"
"shr","initial","Un",FALSE,"335","shrUn"
"vd","final","uk",TRUE,"335","vduk"
"rn","final","ug",TRUE,"335","rnug"
"rd","final","ig",TRUE,"335","rdig"
"ms","initial","Iz",FALSE,"335","msIz"
"vd","final","iz",FALSE,"335","vdiz"
"vz","initial","Up",FALSE,"335","vzUp"
"sht","final","in",FALSE,"335","shtin"
"fs","final","un",FALSE,"335","fsun"
"vn","final","un",TRUE,"335","vnun"
"k","final","iz",TRUE,"335","kiz"
"shr","initial","Iv",FALSE,"335","shrIv"
"xr","initial","Ub",TRUE,"335","xrUb"
"xs","initial","Ix",TRUE,"335","xsIx"
"xr","initial","Id",TRUE,"337","xrId"
"xs","final","un",FALSE,"337","xsun"
"fs","final","up",FALSE,"337","fsup"
"k","final","id",TRUE,"337","kid"
"rn","initial","In",FALSE,"337","rnIn"
"vd","final","ib",TRUE,"337","vdib"
"vz","final","uk",FALSE,"337","vzuk"
"shr","initial","Up",FALSE,"337","shrUp"
"rd","initial","In",FALSE,"337","rdIn"
"sht","initial","Um",FALSE,"337","shtUm"
"vn","initial","In",FALSE,"337","vnIn"
"ms","final","um",TRUE,"337","msum"
"vn","final","ig",TRUE,"337","vnig"
"sht","final","ug",FALSE,"337","shtug"
"ms","initial","Ig",FALSE,"337","msIg"
"fs","initial","Iv",FALSE,"337","fsIv"
"vd","final","uf",FALSE,"337","vduf"
"rn","final","ig",TRUE,"337","rnig"
"k","initial","Ug",TRUE,"337","kUg"
"vz","initial","Un",FALSE,"337","vzUn"
"shr","final","in",FALSE,"337","shrin"
"xr","initial","Uf",FALSE,"337","xrUf"
"xs","initial","Um",TRUE,"337","xsUm"
"rd","initial","Uk",FALSE,"337","rdUk"
"rn","final","uk",TRUE,"337","rnuk"
"shr","final","um",FALSE,"337","shrum"
"k","initial","Ib",TRUE,"337","kIb"
"vn","initial","Ub",FALSE,"337","vnUb"
"xs","initial","Iz",FALSE,"337","xsIz"
"ms","initial","Up",FALSE,"337","msUp"
"vd","initial","Up",FALSE,"337","vdUp"
"sht","final","iz",FALSE,"337","shtiz"
"rd","final","ub",FALSE,"337","rdub"
"xr","final","un",FALSE,"337","xrun"
"vz","initial","Iv",FALSE,"337","vzIv"
"fs","final","ix",FALSE,"337","fsix"
"xr","final","ix",FALSE,"337","xrix"
"xs","final","iv",FALSE,"337","xsiv"
"shr","initial","Ix",FALSE,"337","shrIx"
"vz","final","ib",FALSE,"337","vzib"
"vd","initial","Iv",FALSE,"337","vdIv"
"rd","final","ib",FALSE,"337","rdib"
"rn","initial","Ub",FALSE,"337","rnUb"
"ms","final","in",FALSE,"337","msin"
"sht","initial","Ix",FALSE,"337","shtIx"
"k","final","un",TRUE,"337","kun"
"vn","final","ug",FALSE,"337","vnug"
"fs","initial","Uk",FALSE,"337","fsUk"
"sht","initial","Ix",TRUE,"340","shtIx"
"shr","initial","Ix",TRUE,"340","shrIx"
"vz","final","uk",TRUE,"340","vzuk"
"rn","initial","In",FALSE,"340","rnIn"
"k","initial","Ib",TRUE,"340","kIb"
"xr","initial","Id",TRUE,"340","xrId"
"vd","initial","Iv",TRUE,"340","vdIv"
"ms","initial","Up",FALSE,"340","msUp"
"xs","initial","Um",TRUE,"340","xsUm"
"vn","final","ig",FALSE,"340","vnig"
"fs","initial","Iv",TRUE,"340","fsIv"
"rd","final","ib",FALSE,"340","rdib"
"ms","initial","Ig",TRUE,"340","msIg"
"vd","initial","Up",FALSE,"340","vdUp"
"rn","final","ig",FALSE,"340","rnig"
"xs","initial","Iz",TRUE,"340","xsIz"
"vn","final","ug",TRUE,"340","vnug"
"shr","final","in",FALSE,"340","shrin"
"vz","initial","Un",FALSE,"340","vzUn"
"k","final","un",TRUE,"340","kun"
"sht","final","ug",TRUE,"340","shtug"
"xr","final","un",TRUE,"340","xrun"
"rd","initial","Uk",FALSE,"340","rdUk"
"fs","final","ix",FALSE,"340","fsix"
"vz","initial","Iv",TRUE,"340","vzIv"
"rd","final","ub",TRUE,"340","rdub"
"fs","final","up",TRUE,"340","fsup"
"rn","final","uk",TRUE,"340","rnuk"
"xr","final","ix",FALSE,"340","xrix"
"vn","initial","Ub",FALSE,"340","vnUb"
"shr","final","um",TRUE,"340","shrum"
"sht","final","iz",FALSE,"340","shtiz"
"vd","final","uf",TRUE,"340","vduf"
"ms","final","in",FALSE,"340","msin"
"k","initial","Ug",TRUE,"340","kUg"
"xs","final","iv",FALSE,"340","xsiv"
"rd","initial","In",TRUE,"340","rdIn"
"vz","final","ib",FALSE,"340","vzib"
"fs","initial","Uk",FALSE,"340","fsUk"
"vn","initial","In",TRUE,"340","vnIn"
"k","final","id",TRUE,"340","kid"
"sht","initial","Um",FALSE,"340","shtUm"
"ms","final","um",TRUE,"340","msum"
"shr","initial","Up",FALSE,"340","shrUp"
"vd","final","ib",FALSE,"340","vdib"
"rn","initial","Ub",FALSE,"340","rnUb"
"xr","initial","Uf",FALSE,"340","xrUf"
"xs","final","un",TRUE,"340","xsun"
"vn","final","ug",TRUE,"341","vnug"
"sht","final","ug",FALSE,"341","shtug"
"ms","final","um",TRUE,"341","msum"
"vd","initial","Up",FALSE,"341","vdUp"
"k","initial","Ug",TRUE,"341","kUg"
"xs","final","un",TRUE,"341","xsun"
"rd","initial","In",TRUE,"341","rdIn"
"fs","initial","Uk",TRUE,"341","fsUk"
"rn","final","ig",TRUE,"341","rnig"
"shr","initial","Ix",FALSE,"341","shrIx"
"xr","initial","Id",TRUE,"341","xrId"
"vz","initial","Un",FALSE,"341","vzUn"
"vz","final","ib",TRUE,"341","vzib"
"shr","final","um",TRUE,"341","shrum"
"sht","initial","Um",FALSE,"341","shtUm"
"xr","initial","Uf",TRUE,"341","xrUf"
"k","final","un",TRUE,"341","kun"
"vd","final","uf",TRUE,"341","vduf"
"rd","final","ub",FALSE,"341","rdub"
"fs","initial","Iv",FALSE,"341","fsIv"
"ms","initial","Up",TRUE,"341","msUp"
"xs","initial","Iz",FALSE,"341","xsIz"
"rn","final","uk",FALSE,"341","rnuk"
"vn","initial","In",TRUE,"341","vnIn"
"xs","final","iv",TRUE,"341","xsiv"
"ms","initial","Ig",TRUE,"341","msIg"
"rd","initial","Uk",FALSE,"341","rdUk"
"shr","final","in",FALSE,"341","shrin"
"vd","initial","Iv",FALSE,"341","vdIv"
"sht","final","iz",FALSE,"341","shtiz"
"xr","final","ix",TRUE,"341","xrix"
"fs","final","ix",FALSE,"341","fsix"
"k","final","id",TRUE,"341","kid"
"vz","initial","Iv",FALSE,"341","vzIv"
"rn","initial","Ub",TRUE,"341","rnUb"
"vn","initial","Ub",FALSE,"341","vnUb"
"k","initial","Ib",TRUE,"341","kIb"
"xs","initial","Um",TRUE,"341","xsUm"
"rn","initial","In",TRUE,"341","rnIn"
"vz","final","uk",FALSE,"341","vzuk"
"vd","final","ib",TRUE,"341","vdib"
"rd","final","ib",FALSE,"341","rdib"
"shr","initial","Up",FALSE,"341","shrUp"
"fs","final","up",TRUE,"341","fsup"
"vn","final","ig",TRUE,"341","vnig"
"xr","final","un",TRUE,"341","xrun"
"ms","final","in",TRUE,"341","msin"
"sht","initial","Ix",FALSE,"341","shtIx"
"shr","final","ib",FALSE,"343","shrib"
"rd","final","ig",TRUE,"343","rdig"
"sht","initial","Ib",FALSE,"343","shtIb"
"fs","initial","In",FALSE,"343","fsIn"
"xr","final","iv",TRUE,"343","xriv"
"rn","final","ug",FALSE,"343","rnug"
"ms","initial","Iz",TRUE,"343","msIz"
"vn","final","ib",TRUE,"343","vnib"
"vz","initial","Id",TRUE,"343","vzId"
"xs","final","in",FALSE,"343","xsin"
"vd","final","uk",TRUE,"343","vduk"
"k","final","iz",TRUE,"343","kiz"
"vd","final","iz",FALSE,"343","vdiz"
"k","initial","Uf",TRUE,"343","kUf"
"xr","final","um",TRUE,"343","xrum"
"fs","initial","Um",TRUE,"343","fsUm"
"vz","final","ub",TRUE,"343","vzub"
"ms","final","ix",TRUE,"343","msix"
"rn","initial","Ix",TRUE,"343","rnIx"
"rd","initial","Iv",TRUE,"343","rdIv"
"vn","final","un",TRUE,"343","vnun"
"sht","initial","Up",FALSE,"343","shtUp"
"xs","initial","Uk",TRUE,"343","xsUk"
"shr","initial","Iv",FALSE,"343","shrIv"
"k","final","up",FALSE,"343","kup"
"sht","final","un",FALSE,"343","shtun"
"xr","initial","Ub",TRUE,"343","xrUb"
"rn","initial","Uf",TRUE,"343","rnUf"
"xs","initial","Ix",TRUE,"343","xsIx"
"shr","final","uk",FALSE,"343","shruk"
"vn","initial","Up",FALSE,"343","vnUp"
"vz","initial","Up",TRUE,"343","vzUp"
"fs","final","ig",TRUE,"343","fsig"
"rd","final","ug",TRUE,"343","rdug"
"vd","initial","In",TRUE,"343","vdIn"
"ms","final","uf",TRUE,"343","msuf"
"sht","final","in",FALSE,"343","shtin"
"rd","initial","Un",TRUE,"343","rdUn"
"shr","initial","Un",FALSE,"343","shrUn"
"xr","initial","Ig",TRUE,"343","xrIg"
"fs","final","un",TRUE,"343","fsun"
"vd","initial","Um",FALSE,"343","vdUm"
"rn","final","iv",TRUE,"343","rniv"
"vn","initial","Id",TRUE,"343","vnId"
"vz","final","in",FALSE,"343","vzin"
"ms","initial","Ub",TRUE,"343","msUb"
"xs","final","up",TRUE,"343","xsup"
"k","initial","Iv",TRUE,"343","kIv"
"rn","initial","In",TRUE,"344","rnIn"
"k","initial","Ug",TRUE,"344","kUg"
"ms","final","in",TRUE,"344","msin"
"rd","initial","Uk",TRUE,"344","rdUk"
"vn","final","ug",FALSE,"344","vnug"
"shr","initial","Up",FALSE,"344","shrUp"
"fs","initial","Iv",TRUE,"344","fsIv"
"xs","final","iv",TRUE,"344","xsiv"
"vz","final","uk",FALSE,"344","vzuk"
"sht","initial","Ix",FALSE,"344","shtIx"
"vd","initial","Up",FALSE,"344","vdUp"
"xr","initial","Id",TRUE,"344","xrId"
"rn","final","ig",TRUE,"344","rnig"
"xr","initial","Uf",TRUE,"344","xrUf"
"sht","initial","Um",TRUE,"344","shtUm"
"xs","initial","Um",TRUE,"344","xsUm"
"ms","initial","Ig",FALSE,"344","msIg"
"k","final","un",TRUE,"344","kun"
"vn","final","ig",TRUE,"344","vnig"
"rd","final","ub",FALSE,"344","rdub"
